name,n,mean,std,min,max,ci95_lo,ci95_hi
BC,1000,17.83836999999995,6.963045213248351,1.8100000000000005,42.36000000000003,17.406280418183265,18.270459581816638
PPO,1000,33.28139999999984,3.56407784579567,8.270000000000012,41.61000000000013,33.06023226967664,33.502567730323044
